"x","y"
4.6564244904226655,-0.7609627383690849
8.126926498055397,10.441524640533729
5.323529212906971,-3.0663485636424626
3.9990256471001664,-2.663880870534839
1.3793561993486803,-4.933462819045303
4.148199101836636,-4.61362312833133
2.429736850239124,-4.893779331891572
5.491058327017038,-2.352439487798441
4.1271400485488945,-3.3876808358599977
7.889781975452898,3.964348196998257
6.444098225139136,3.1492031583518783
9.008846003252174,3.162407822727376
4.253733084651528,-2.154899505350794
4.385756998713436,-1.728549670144528
2.146336992955542,-6.5850016717838304
6.531929721448696,1.4099347261622825
5.420379931994157,-2.120882653000517
8.137252407017334,0.67524098532538
5.2783965489458335,-1.084761032373996
1.2145470593792465,-2.7986579123130366
5.821946665355668,-0.9155984070626887
6.302655439557041,-2.9566301133290986
7.77861557338835,3.306450599452228
3.2553322673918292,-7.877566150460087
2.33966829699183,-4.1839180713817745
3.1040902716797634,-1.721483286175382
3.7892604995990973,-4.372236791386512
3.488554722785579,-1.4808580720102265
5.003198093450693,2.4938893293929163
4.375270030745805,-0.8793181177661471
5.392825328424613,2.051597332311396
4.135731728496452,-1.3884218748320798
5.18809265436146,-0.6792318903471939
6.180864534342636,-2.640178145809359
8.225406458631248,-0.05060174071851575
5.100200839629313,-0.6547550911323148
2.8828178430080644,-0.7484103718079069
5.1328188853637595,-0.23793807165077263
5.18085076179871,-0.7339860189134693
3.0519614662275902,-3.9769448736077657
4.709429621680617,-4.688470129336624
3.456328630056267,-1.7324481156640108
7.209285393982871,1.1133958163305602
3.16132060405268,-1.974720308257181
2.272970308658043,-3.546694773019419
3.354866067429576,-2.120088634552483
5.970185979071344,-0.38454701685928394
5.08407114105396,-1.6891885081599332
5.820198264733304,0.07341816150999891
4.2931696585571455,-0.8548362518649222
4.614021367256391,0.8243154078188257
11.572590048699555,5.140823130705174
6.674540159582629,2.6654823986469625
2.3169335301690417,-0.5567884035035484
5.83443345942387,1.9525719828830819
6.8054273811678705,1.962154744433568
11.361025691587399,6.484913707211968
6.453407513203115,2.4737929703459027
1.767555658021704,-2.597123456373087
7.097580156998594,2.5839739745637216
5.43644279114252,-2.4996856305917414
4.079058370194001,-5.479992915332872
5.838821556053445,-2.4552307633607455
3.6865226884493243,-1.9731690943207365
3.6405227692785966,-2.035617542547209
3.785634354217676,-1.72713152820966
6.399770902836041,3.426157410318247
4.337406924833619,-2.13913266019878
5.849583252261342,0.3978979100980835
7.57360023423618,-1.3368156386627708
6.501084915648564,-0.022308256571803686
4.771861607286165,-3.8121705753300406
5.017435148124857,-0.350100149264862
3.631665256136481,0.30275283757285054
3.9835846357196254,-0.47068134847160303
6.307341200354536,-1.5591561077381917
4.846328844514829,-1.012221385371614
5.634404375794249,-2.9162436901201145
2.9537625907879965,-1.4325774903499633
7.485530063886503,-0.09105311101256963
6.219803692817971,-0.4569082186777439
5.320983130588136,0.237389301753673
7.070411489252657,1.906209446011522
5.179824792527933,2.092256068117039
4.996656759557295,-1.43096768966015
7.712731963210356,1.4835283124128882
7.781901055528377,1.4151517176410553
9.472437539803655,4.50674203670473
0.5116953080731479,-8.196648948461661
3.4894102762529653,-0.2511318318084159
4.62259861538938,-1.6679451413429156
5.032518114274226,-3.5387527773534777
6.261839784552814,3.6696530100773375
2.7811798990734844,-0.4745565053235907
5.6929837282101685,-3.1880103818389776
3.8574267152071564,-1.5323692549966896
2.698058862777849,-5.381128584380214
2.723498605425974,-3.430612016796574
4.193162193227014,-1.9162237436582656
1.5470510648454048,-6.534594374158884
